,rating,employee_type,review,pros,cons,date,job title
8804,5.0,"Current Employee, more than 3 years",Great company to work for,Lots of awesome benefits and competitive competition,The brand has taken some heat as of late,2020-01-06, Equity Research Associate
8805,5.0,"Current Employee, more than 8 years",Great Flexibility and invested managers,"Manager engagement , work life balance and ability to apply for jobs beyond your band",Can be very segmented and requires you to take greater initiative than other places,2020-01-06, Vice President - Compliance
8806,5.0,"Former Employee, more than 1 year",Good Program,"Good culture, good pay, good hours",Deal experience wasn't as good as it would've been at other banks,2020-01-07, Investment Banking Analyst
8807,4.0,"Current Employee, more than 5 years",Benefits,"Good Vacation, 401k matching, holidays, and commute","Sometimes it can be a bit overwhelming, lots going on and constant change.",2020-01-06, Analytic Specialist II
8808,4.0,"Former Employee, more than 8 years",You are just a number,Awesome benefits and chance for advancement,"You are just like their customers, A number.",2020-01-06, EO Complaint Team Lead
8809,3.0,"Current Employee, more than 10 years",Lots of change,"Very flexible environment. Work from home several days per week. Good pay and great PTO, 401K match (6%). Casual work environment - jeans ok",Lots of change and more to come. I have had 5 managers in the past 12 months. Strong focus right now to hire from the outside,2020-01-20, Community Living Assistant
8810,5.0,"Former Employee, less than 1 year",Good Job to begin with a financial institution,Very Good place to begin Career within the financial world.,Turn over can let employees on overload,2020-01-06, Personal Banker[
8811,5.0,Former Employee,Teller,Best team members. Learn a lot about finance/banking.,There were no cons for me.,2020-01-05, Teller
8812,5.0,"Former Employee, more than 3 years",Great PTO Benefits,The PTO benefits are great.,You have to work on some Saturdays.,2020-01-05, Lead Teller
8813,2.0,"Current Employee, more than 5 years",Poor management,Benefits are Good and community involvement,"Pay is poor
Promotion is by length at company
Management Retaliation
Bias",2020-01-19, Personal Banker
8814,4.0,"Current Employee, more than 3 years",Growth within company,Great benefits and growth within the company,A lot of favoritism,2020-01-04, Personal Banker
8815,4.0,Current Employee,Great job,Many schedule options. Room for growth,More competitive pay high call volume,2020-01-04, Sales Banker
8816,3.0,"Current Employee, more than 5 years",Its a great opportunity,"Great maternity leave and parental leave benefits. 5 weeks of PTO per year not including national holidays that are paid as well. This is a job to use as a steppingstone, its a great opportunity to increase you finance knowledge. You will gain alot of confidence specially if your young and hungry.","They don’t pay you for speaking an additional language even although Texas has a huge demand for spanish speaking and Vietnamese speakers. If you have teller experience they will exploit your non paid skills to work both in the teller line and as a banker. Several days a week you will be the only bilingual associate and will be taking two to three times the workload and you assume all risk both in losses with your register and approvals done at the teller line and not to mention the risk you assume opening consumer accounts. They came up with the title of business advocate to avoid paying you more but having the same responsability of a PB2. A PB2 does the same as a business advocate only that position actually pays you bonuses  and a raise in your salary. We get alot of days off but have no money to do anything unless you live rent free with your parents, which in many cases its the norm.",2020-01-16, Personal Banker
8817,3.0,"Former Employee, more than 3 years",Stagnate/ No development opportunities,"Benefits are decent, nice part time job opportunities.","The branch level seems to not be highly valued by corporate. The pay was not that competitive, if you seek to career development and advancement support is minimal and not based on MERIT.",2020-01-17, Personal Banker
8818,2.0,"Current Employee, more than 1 year",Stay away from retail banking. Death Row for your career.,"Good benefits, bank hours, okay pay","Wells Fargo has lost direction since their scandal. New rules, procedures on monthly basis. No clear goals. Retail branches barely have products to offer.",2020-01-18, Outlet Supervisor
8819,4.0,"Current Employee, more than 3 years",Receptive,"Leadership is receptive to good ideas. Valuation industry is changing rapidly with technology. While adoption of some cutting edge technology is lacking, the process to adapt is thoughtful with quality valuations at the center of decision making.","Can be slow to change when an organization is this size. Also consent order results in extremely careful risk management, which is good, but time consuming.",2020-01-03, Valuation Specialist
8820,4.0,"Former Employee, more than 5 years",Goodjob,Work managers were good. Customer service was good. Training was good,Little pay. Not much time off. Hours were sometimes really long.,2020-01-03, Operations Clerk
8821,4.0,"Current Employee, less than 1 year",Good  experience,"benefits, pay, pto, hours, management","school assistance, work Saturdays, opportunities",2020-01-04, Teller
8822,4.0,"Former Employee, more than 3 years",Lot of room for Growth,"Days went by fast
Learned a lot
Very fast Paced",Working Saturdays wasn't very fun,2020-01-04, Customer Service Representative
8823,3.0,"Current Employee, more than 3 years",Alright,Good benefits and Good training,Management and favoritism. Especially when it came to promotions or tasks.,2020-01-15, Teller
8824,3.0,"Current Employee, less than 1 year",Tough job,Salary and benefits are OK,Customer service position is a call center and the calls are stressful.,2020-01-15, Customer Service
8825,3.0,"Former Employee, more than 1 year",Good Starter Job,Easy job lots of locations,"not a stable schedule 
micro management",2020-01-17, Part Time Teller
8826,5.0,"Former Employee, more than 8 years",Good place to learn,"Continuing Education, Active career path support","trying to teach the ""this is how we've always done it"" employees. That really cannot be avoided in any business.",2020-01-02, Loan Administration Manager
8827,5.0,Current Employee,banker,good pay i didn’t mind it,goals we crazy and outlandish,2020-01-03, Anonymous Employee
8828,2.0,"Former Employee, more than 1 year",Wasn't for me,worked with some great people in a great atmospher,"Pay was 100% commission but you received a draw that you had to pay back out of your commission checks. Once you get behind after a bad month or 2 in a row it is almost impossible to catch up. Any deal that you do get you are going to be fighting tooth and nail to get it approved by underwriting.  you will spend more time trying to close current deal than finding new clients.

But part of it was I just wasn't ready for that kind of job at that time in my life. I was fresh out of college and did not put in the work and effort it takes to be successful in that business.",2020-01-17, Computer and Graphics Specialist
8829,3.0,"Former Employee, more than 1 year",Great company experience and learning environment.,Great people with intense and extreme training and they treat there employees very well with free stuff.,Since they are always in the news they don't give mistakes warnings and lesser pay then other banks,2020-01-17, Sales Banker
8830,5.0,"Current Employee, more than 3 years",Best company to work for,"Close team, always together working , Learning new material,",Because there are always promotions you may lose a team member to it but soon after you gain a new team member,2020-01-02, Personal Banker
8831,4.0,"Current Employee, more than 1 year",Overall Positive,"I recommend to most young people interested in business to apply to Wells Fargo. I have learned a lot about the financial world as well as banking through working here. In my experience, there is always a chance for upward growth. The job is very structured and I have always felt like there is a good support system around each branch I have been at.","Wells Fargo is constantly changing, and that can be a lot to keep up with. Keeping up with small tweaks made to the policy is usually not too hard, but recently there has been a lot of larger changes that effect  how the day to day work flow feels.",2020-01-01, Personal Banker
8832,4.0,"Current Employee, more than 1 year",Working as an Associate Banker at Wells Fargo,"Nice people, is a great working environment","Aggressive sales goals, management can be shady",2020-01-01, Associate Banker
8833,3.0,"Former Employee, more than 3 years",Average,Great UW team and closing partner,"Poor leadership senior management, lack of communication.  Poor or little training provided to sales partner.",2020-01-15, Mortgage Loan Processor
8834,3.0,"Former Employee, more than 5 years",Banker salary,Great place to work and meet people,"Sales
Stingy
Sale goals 
Low paying",2020-01-16, Personal Banker
8835,2.0,"Former Employee, less than 1 year","Relatively easy, but disorganized",Relatively easy if you are experienced.,Quite disorganized with too many people to report to.,2020-01-15, Company Secretarial Assistant
8836,2.0,"Current Employee, more than 1 year",Poor Working Conditions,Fair hourly rate and decent hours,"-Overworked and understaffed 
-Bonuses paid out unfairly
-Not enough breaks for the amount of work performed",2020-01-15, Outbound Sales Specialist
8837,2.0,Current Employee,Loosing sight,Long standing company with a huge tie to the community. Great benefits and competitive pay. Flexible work life balance.,"Unprofessional environment, women in see through yoga pants and men in PJ bottoms with no underwear. I get that it’s a non customer contact center but there is no class. The attire matches the attitudes.",2020-01-16, 
8838,3.0,"Former Employee, more than 5 years",It’s Okay,I enjoyed working with my colleagues and clients.,Management needs to listen to their employees,2020-01-14, Mortgage Loan Processor
8839,5.0,"Former Employee, more than 3 years",Great Company to work for,Wells Fargo cares about its employees and its consumers. They will go above and beyond to ensure that they are taken care of.,There weren't any cons at all.,2019-12-31, Loan Document Specialist
8840,2.0,"Former Employee, more than 8 years",Account Executive,Growth via promotions but not compensation.,Terrible culture and hostile work environment,2020-01-14, Anonymous Employee
8841,4.0,"Former Employee, more than 3 years",great company,"great environment, great training , amazing benefit",no cons at this moment,2019-12-30, Teller
8842,3.0,Former Employee,NA,Great salary and great co-workers,Stress to keep producing higher and higher numbers that seems to go beyond the ability to do so,2020-01-13, Computer Lab Aide
8843,3.0,"Current Employee, more than 8 years",Giant company where you are just an ID,"Great benefits and there are always entry-level jobs available, very socially conscious","The only way to get a raise is to change jobs. They keep the overall salary increases to 2% across the board, which means some people get nothing and the most you will typically see is 2%. They are no longer offering telecommuting.",2020-01-13, Manager
8844,3.0,"Former Employee, less than 1 year",Part time teller at wells fargo,"Nice benefits, company support, career advancement.",Some supervisors think they own you,2020-01-13, Outbound Sales Specialist
8845,2.0,"Former Employee, more than 5 years",Good while it lasted,"There were some good, knowledgeable people.",The structure of the administration teams and culture was unfortunate,2020-01-13, Trust Administrator
8846,2.0,"Former Employee, more than 5 years",Rife with corruption,Some good co-workers and lots of job openings throughout different departments.,Management ranged from mediocre to malicious to well-meaning but broken by the corruption and frantic push to meet unsustainable sales goals at any cost. High stress placed on employees including pressure to act unethically.,2020-01-13, Loan Originator
8847,2.0,"Current Employee, more than 8 years",Wells Fargo Securities,"Work/Life Balance, Opportunity to build a skillset","Industry is in decline, management is constantly in a state of flux, poor morale",2020-01-14," Consultant, Retail"
8848,4.0,"Former Employee, more than 3 years",Banking life,Great benefits and team players,Management and district managers demanding for too much,2019-12-29, Lead Teller
8849,4.0,"Current Employee, more than 5 years",Great place to start a career,Good training courses. Great team members to work with. Career advancement opportunities. Amazing benefits.,Other banks may pay a little more.,2019-12-29, Personal Banker
8850,3.0,Former Employee,Great co-workers! Work environment not so much,Co-workers and benefits were great and potential to move up within the company. And pay is average.,The sales pressure is just too much and only attainable to a few.,2020-01-12, Personal Banker
8851,3.0,"Current Employee, more than 10 years",Company in need of culture change,As someone who has worked for the company 10+ years there are many great things to say. The benefits are great and the people make it a joy to come to work each day. If you are looking for career advancement the opportunities are there. So many different lines of business to learn and grow your skill set.,Senior management makes it hard to do your job effectively as a manager. The culture of the company has turned into one that does not care about its employees. The hard work that you put in day in day out goes overlooked. For career advancement senior managers hire who they want not based on the most qualified candidate. If I was not for the people doing your job would be unbearable.  You are over loaded and the pay does not compensate.,2020-01-13, Branch Manager
8852,3.0,"Current Employee, less than 1 year",Really have to work,"holidays off , including Sundays are nice",they hire who they like,2020-01-13, Outbound Sales Specialist
8853,1.0,"Former Employee, more than 3 years",your manages lies all the time,it could have been a good place for good performers and more people,"middle managers are horrible. they lies all the time because they know you can't talk to senior management.  if you do,  they give you an warning as insorbodination.  
I really got sick of my manager's lies.",2020-01-30, Home Mortgage Consultant
8854,2.0,Former Employee,"Great benefits, but stressful job.",Great benefits and great pay.,Poor lower level management. Too many managers with small groups and poor communication between them.,2020-01-13, Phone Banker
8855,4.0,"Current Employee, more than 3 years",neutral,great career development opportunities & benefits,"HR is slow with inter office issues, reduction in staffing thus increasing stress & rapidness of feeling burnt out",2019-12-28, Service Manager
8856,3.0,"Former Employee, less than 1 year",Great Job,"Benefits, meals in the cafeteria. Great insurance.","Management, the micromanagement. Everything else is good.",2020-01-11, Phone Banker
8857,3.0,"Former Employee, more than 3 years",Lots of change,One of the big money center banks with good pay and benefits.,The firm seems to be a cycle of constant change.  The changes are necessary but contribute to uncertainty about where you feel you fit into future plans.,2020-01-11, Portfolio Manager
8858,4.0,Current Employee,Ok,"Great environment, great benefit and employee",Ask too much for too little,2019-12-26, Bank Teller
8859,5.0,"Former Employee, more than 5 years",Great place to work,"Staff, compensation, location and mobility",Large organization moves slowly to change...,2019-12-27, Branch Manager
8860,1.0,"Former Employee, more than 10 years",Horrible employer!,"opportunity to move within the company, decent salary","not at all inclusive, too much politics, execs surrounded by yes people, resistant to  different perspective ideas, politics and nepotism rampant",2020-01-30, Senior Vice President
8861,4.0,"Former Employee, more than 3 years",Good experience with an end date,Great place to get started in high volume recruiting,"the role is more of a ""compliance consultant"" than recruiting. You spend your time doing admin work and trying to get around the system to hire candidates.",2019-12-27, Recruiting Consultant
8862,5.0,"Former Employee, more than 3 years",Great company,great company to work for.  great benefits.,Some managers from sales wanted to manage what we did as well... (sales and processing were different departments),2019-12-27, Mortgage Loan Processor
8863,5.0,"Former Employee, more than 1 year",Excellent Culture,"Time Off, career growth. It was a good place to work",Nothing I can think of now after changes were made within the company,2019-12-27, Bank Teller
8864,4.0,"Former Employee, more than 8 years",Lots of Responsibility,Corner office in a sky scraper was cool,An avalanche of work. Very frustrated by the volume and productivity demands relative to salary.,2019-12-26, Operations Manager III
8865,4.0,"Current Employee, more than 3 years",Great but can be hard to move up,Great Benefits and laid back work environment,Hard to move up on the retail side,2019-12-26, Lead Teller
8866,3.0,"Former Employee, more than 3 years",Not terrible,"9-5 schedule, paid holidays off","Can be stressful, management isn't always easy to find for help and questions.",2020-01-09, Computer Assistant
8867,4.0,"Former Employee, more than 5 years",Started out great,"At the beginning of my time there, the culture was amazing.  While high production and quality were always expected of us, it was attainable.  We were able to take time to get to know the people that sat next to us and participate in team building activities.  They offer many great resources for employees who are looking to build a  career.","The pressure to constantly perform at a higher and higher level all the time without the volume lead to burned-out employees.   WIth such pressure focused on production,  it was really hard to take advantage of any of the many programs that were offered without causing irreparable harm to our production expectations.",2019-12-26, Correspondent Operations Proceedure Specialist IV
8868,3.0,"Former Employee, more than 3 years",Company is slowly changing,"great team, good company to work for as far as benefits",the work itself is tedious,2020-01-08, Personal Banker
8869,3.0,Current Employee,great benefits and opportunities for growth,great benefits and opportunities for growth,"in such a large organization, can feel like just a number and difficult to make yourself heard for real change",2020-01-09, Regional Finance Officer
8870,5.0,"Former Employee, more than 5 years",Bank manager,Good company despite the negative publicity,The politics of it I could live without,2019-12-24, Bank Manager
8871,5.0,"Former Employee, more than 5 years",Bank manager,Good company despite the negative publicity,The politics of it I could live without,2019-12-24, Bank Manager
8872,5.0,"Former Employee, less than 1 year",Great place to work,"Pay, time off and benefits",Every place have some cons,2019-12-25, Bank Teller
8873,1.0,"Former Employee, more than 3 years",Stay away,"Good Benefits, not much else.",1 step above being a slave.,2020-01-28, Operations
8874,1.0,"Former Employee, more than 1 year","Extrememly racist, rude and harassing culture",easy workload.  same workload day in and day out,"Not enough diversity! Very rude and harassing culture! Associates make fun of foreign people. Very dismissive of complaints. They tend to not like young, black and educated men that speak up for themselves. Management has favorites. Poor management.",2020-01-28, Branch Operations Specialist
8875,5.0,"Current Employee, more than 5 years",Pay,Good pay and benefits,Lots of overtimes work balance,2019-12-20, Financial Representative
8876,4.0,"Current Employee, more than 10 years",Retail banking,A lot of opportunities. Networking is key,Too many incompetent retail managers. Very few managers that do not want to see you excel and move forward. Something you’ll have to seek out yourself.,2019-12-24, Registered Personal Banker
8877,3.0,Former Employee,Ok,Co-workers were bright and hardworking,Agressive sales tactics by upper management,2020-01-07, Registered Client Service Associate
8878,3.0,Former Employee,"An mediocre workplace, micromanagement style, benefits were decent.","Benefits were decent, pay was decent as well.",micromanagement style that makes simple task very stressful,2020-01-07, Personal Banker
8879,3.0,"Current Employee, less than 1 year",Know Yourself,It is nice to be able to sit and get to know customers and really show them you're there as a person rather than as a corporation.,"It can feel really 2 faced, when coached to advocate for the customer but the business as a whole is getting rid of products and benefits to eliminate doing business with the average person.",2020-01-08, Commissioning Engineer
8880,3.0,"Former Employee, more than 8 years",Lots of changes,Community Minded corporate leadership was good.,Not employee minded - recently displaced many amazing talented people and kept some lack luster people - masses were told it was an HR decision process.,2020-01-08, Complex Administrative Manager
8881,4.0,"Former Employee, more than 3 years",Overall Pleasant,"Pay range is decent, opportunities for promotion are always available, great supervisors","Rarely any support on the floor, schedule changes almost impossible to get, so personally think the salary should be higher for the work that is required to do",2019-12-23, Phone Banker
8882,5.0,"Current Employee, less than 1 year",Excellent,The opportunity to learn,In the beginning they give you a part time,2019-12-22, Bank Teller
8883,1.0,"Current Employee, more than 3 years","Bad pay, questionable management",Work life balance is good but comes at expense of compensation.,"Work in WIM as an equity analyst. 

1) Sales organization that puts sales over investment outcomes or fiduciary obligation to clients. 
2) pay is poor vs other bulge bracket firms. Firm generally pays below market rates & raises are below inflation. 
3) tech systems are archaic & channels are overly bureaucratic. (Takes months for compliance approvals, 4 weeks for website access for primary job function)
4) Upper management is more interested in cutting costs to get their bonuses than well being of employees or providing living wage
5) Investment management division is disorganized & a “follower”. Competitors far more innovative.",2020-01-25, Equity Analyst
8884,4.0,"Current Employee, more than 5 years","Good stable company, not much bonuses","You start off with alot of vacation time from the get-go. You have all federal holidays off and good medical, dental, and vision with nice 401k.","Depends on management. If you have a great manager and team then you'll enjoy it. And vice-versa, if you have a horrible management system then you'll dread it.",2019-12-22, Personal Banker
8885,4.0,Current Employee,Good,Good decent pay . Good opportunities for people who work hard,No work life balance,2019-12-23, Business Banking Specialist
8886,4.0,Current Employee,Decent Job,"Gain great customer service skills, meet new people and build rapport with customers, many opportunities to move up",Not many 40 hour opportunities and no overtime,2019-12-23, Bank Teller
8887,4.0,"Current Employee, less than 1 year",Teller,"Competitive pay, PTO, advancement opportunity",Schedule requires full availability from team members,2019-12-21, Teller
8888,3.0,Former Employee,Wells Fargo Conditions,Plenty of options for career advancement within many departments,Lower than average pay for tellers,2020-01-05, Bank Teller
8889,3.0,"Former Employee, more than 5 years",Okay,"Great vacation time, 401 k match after 1 year, and health benefits",Too big! Dont care about branch employees.,2020-01-05, Personal Banker
8890,5.0,Current Employee,Great People,Great people to work with,Low pay for temporary positions,2019-12-20, Loan Servicing Specialist
8891,2.0,Current Employee,NOT THE PLACE TO WORK,The job itself is easy but the work environment is not the best.,"Work environment
Management not the best",2020-01-05, Auto Preservation Specialist
8892,5.0,"Current Employee, more than 5 years",Great culture change,"Culture is amazing now, very positive and low responsibility",Constantly changing and requires a lot of training,2019-12-19, Branch Manager
8893,5.0,"Current Employee, more than 8 years",Great company to work for,They treat their employees well.,hard to advance within the organization,2019-12-20, Collateral Asset Base Examiner
8894,4.0,"Current Employee, more than 1 year",Good Job,"Even when busy , still a great place to work , lots of interaction",Alot of redundancy around reading company policies and procedures during down time .,2019-12-19, Part Time Teller
8895,4.0,"Former Employee, less than 1 year",Great,"Hours
Pay
Off on Holidays/Sundays
Bonus if store reached a high precentage","Benefits
Pushed you to offer different options to customers",2019-12-20, Bank Teller
8896,3.0,"Former Employee, more than 3 years",Not the best,Loved working with people there,A lot of work for little compensation,2020-01-02, Service Manager
8897,3.0,"Current Employee, more than 8 years",Improving slowly,Wells has made major efforts to change the culture and be more forthright with customers. Stronger monitoring for best practices for customers.,Downsizing has impacted movement into new roles to expand. Changes are not always reviewed for practical application to the job.,2020-01-03, Bankruptcy Analyst
8898,1.0,Current Employee,Not Appealing,"Nice Manager, although have never met him.","Internal Audit is a strange mix of very young people and some seasoned individuals.  Frowned upon if you want to work from home even though all meetings are virtual.  Been working there for over a year and have not met my manager, the people on my team, nor the business partners who are audited.  Flex cubes are a nightmare.  Parking is atrocious and expensive.  I don't recommend working here.  The young kids right out of college have no idea how a real world working environment is.  No one even says good morning.  All glued to their laptops.  Very unhealthy environment.  Other departments are not as rigid.  Just very strange atmosphere within internal audit.",2020-01-22, Audit
8899,3.0,"Current Employee, more than 3 years",Alright could be better,The benefits are great.,Tired of living paycheck to paycheck,2020-01-02, Equipment Operator
8900,5.0,"Current Employee, more than 1 year",great place to work,"good work life balance, good 401k plan","no cons really, i cant think of any",2019-12-17, Senior Associate
8901,2.0,"Former Employee, more than 5 years",Quality Assurance Position,"Good benefits, good amount of paid holidays, PTO, parental leave, 401K matched at 6%, insurance. etc.","Too much red tape,  hard to advance once you are at mid-level position. Have to ""know"" someone to advance in your career.  QA position is ridiculous, don't let you choose your own hours, micro-manage as if you were on the phones. Cant make up time. No flexibility whatsoever!",2020-01-02, QA Specialist
8902,4.0,"Former Employee, more than 1 year",Bank teller,Leaving around 6 and not working Sundays.,Bad management who wouldn't make efficient schedules,2019-12-17, Teller
8903,5.0,"Current Employee, more than 1 year",Great!,Only banking job I know of without sales goals,"I'm a smart, diligent, hard worker and its still difficult to get past PB1.  After PB1, they rarely promot",2019-12-17, Personal Banker
8904,5.0,"Former Employee, more than 1 year",good job,"great pay, great company culture","heavy sales, micro managed, dealing wit money",2019-12-17, Personal Banker
8905,5.0,"Current Employee, less than 1 year",Credit lending finance,Great work environment- amazing people,More internal training to facilitate the transition,2019-12-17, Credit Analyst
8906,4.0,"Current Employee, more than 1 year",Wells Fargo Auto,"Wells Fargo as a company has great values, benefits and really strives to keep its employees as its competitive advantage.",Management doesn’t check in on it’s front line managers to ensure they are driving the same message and completing accurate training and work life balance.,2019-12-17, Branch Manager
8907,4.0,"Former Employee, more than 10 years",it is okay,"Excellent Benefits, They normally hire from within, so you can grow your career in the retail bank. They will train you really well if you want it.  They have great intentions as a company. They say all the right things all the time. They have great technology.","Large company with lots of politics. You can't move your line of business to easily, so whatever you start at is where you will stay.  they make up coaching and try to fabricate effectiveness through quick and baseless observation. In the past, they used fear as a huge technique.  Most of the managers and personnel are there in some capacity. HR is robost, Change comes only from the top down.",2019-12-17, Branch Manager
8908,3.0,"Former Employee, more than 1 year",Solid company,Good benefits even for entry level,Sales structure was hard to hit bonus pay,2019-12-30, Personal Banker
8909,5.0,"Former Employee, more than 1 year",love them,benefits are great love them,non union job can fire you anytime,2019-12-15, Customer Service Representative
8910,2.0,"Former Employee, more than 8 years",Company ethics and employee treatment,Benefits; PTO (paid time off); volunteer opportunities,Company ethics; difficult to post out of departments; slow pay increases,2019-12-30, Loan Document Verification Analyst
8911,2.0,"Current Employee, more than 5 years",Overall an okay company to work for.,"- Friendly environment
- Good starting pay
- Good benefits","- No room for advancement
- Raises are minimal to none
- Don't care about their workers",2019-12-31, Sales Specialist
8912,1.0,"Former Employee, more than 5 years",Decent job,Coworkers are a breath of fresh air.,Moving from your current role is challenging,2020-01-19, Lead Teller
8913,1.0,"Former Employee, more than 3 years",Micromanaged Loan origination,If there is a refi boom you could make some money.,Again they are stripping any and every perk and bonus away to retain profits Insane requirements and pressure. Their policies and procedures will make you schizo. Ironic with the lack of oversight that executives had and continue to have. Your work in mortgages will be put under a microscope. Ever call monitored and reviewed so they can dock your pay. Lastly they have a customer satisfaction bonus that is engineered to help them keep profits. Managers will lie straight to your face about earning potential in interviews. Beware-culture is rotting from inside out.,2020-01-20, Anonymous Employee
8914,5.0,"Current Employee, more than 5 years","Bad rap, great company","Employee focus and customer focus, little to no pressure in outcomes","Not a lot of room for growth, everything above a Branch Manager is 700 applicant pool competition",2019-12-12, Branch Manager
8915,4.0,"Former Employee, less than 1 year",Premier Banker,great people to work with,unsure of the direction of the company.,2019-12-16, Premier Banker
8916,1.0,"Former Employee, more than 3 years",Aux,Horrible rotten evil management that suck the life out of you,No room for advancement.  Management is your enemy,2020-01-19, Anonymous Employee
8917,5.0,Current Employee,Slay,Get paid for people’s data,Better security now in place,2019-12-14, Anonymous Employee
8918,2.0,"Former Employee, more than 10 years",Politics,Pay and benefits and time off,"Politics , stress, sales pressure, lies",2019-12-29, Branch Manager
8919,4.0,"Current Employee, more than 10 years",Systems Quality Assurance 4,Good benefits. Good amount of PTO.,Training could be better and more efficient.,2019-12-14, Anonymous Employee
8920,4.0,Former Employee,Good jib,I had a wonderful manager who made the job fun,No growth or promotion opportunities,2019-12-13, Bank Teller
8921,4.0,Former Employee,Good jib,I had a wonderful manager who made the job fun,No growth or promotion opportunities,2019-12-13, Bank Teller
8922,4.0,"Former Employee, more than 10 years",Good place to work,Opportunity to grow and explore various positions,Currently downsizing and consolidating operations,2019-12-14, Asset Management Manager II
8923,2.0,"Former Employee, more than 1 year",Do not make any mistakes,Most of the employees are very nice.,Provides no training on company equipment and please do not be human and make a typo in a draft or you will be reliving that mistake throughout your career.,2019-12-27, Administrative Assistant IV
8924,4.0,"Current Employee, more than 3 years",A lot of pressure but warm environment,They try to let you balance work/life and extend help to have you succeed.,"Strenuous deadlines, pressure, and waves of incredibly busy then nothing. Promotions went away.",2019-12-12, Resolution Specialist
8925,4.0,"Former Employee, more than 1 year",Great company,"Pto, bank hours and holidays",You have to work on saturdays.,2019-12-12, Teller
8926,4.0,"Former Employee, more than 1 year",Okay place to work for,Get good resources and support to do the job.,Dealing with angry customers and high sales goals. This has changed in the past years after Wells Fargo dropped the high sales goals.,2019-12-13, Personal Banker
8927,5.0,"Current Employee, more than 8 years",Very happy here,"Pays well, good benefits and very easy to move to different areas",Pushing agile development but often just waterfall with more overhead,2019-12-12, Web Programmer
8928,4.0,"Current Employee, more than 10 years",Always improving,"Nice atmosphere; good systems; liberal PTO, no micro managing.  Streamlining in progress.",Some disrespectful upper levels unaware of how to work with all types.,2019-12-03, Administrative Assistant
8929,4.0,"Current Employee, more than 1 year",Pretty Good,"No sales, great customers, pay Is pretty good","management is not that great, do not listen when you have a problem",2019-12-11, Personal Banker
8930,4.0,"Former Employee, more than 3 years",The best job I've ever had,"I loved working at Wells Fargo. It may have been because I was at a great branch with awesome coworkers and managers, but I always felt right at home there. Customers could be difficult sometimes but my boss was always there to back me up. The company is also pretty good, I did enjoy the efforts on team building. They also had a great PTO plan and benefits.",I think they could improve more with the salary though - they give a menial raise each year which only ends up being an extra 30 cents or something. I did enjoy the efforts on team building and such.,2019-12-12, Teller
8931,5.0,Former Employee,Great Place to Work,"They really care about you as a person, not just an employee
They are supportive and understanding when mistakes are made, but work with you to fix habits
They prioritize hiring from within, so there is room for mobility","A big contributor to employee experience is the branch or service manager- I was lucky enough to have a great branch manager, others were not so lucky",2019-12-11, Teller
8932,4.0,Current Employee,Great Place to Work,Excellent benefits with competitive pay. Plenty of opportunities after one year.,The application to hire process is slow moving.,2019-12-10, 
8933,4.0,Former Employee,Great Place To Work,"Wells Fargo offers training, relationship building and support",Management shifts around the organization which often leaves employees with new managers,2019-12-11, Project Manager/Implementation Consultant
8934,4.0,"Current Employee, more than 1 year",solid work force,"Very proficient engineers, great Time off, benefits are great easy to telecommute",Lots of Silos and lots of processes,2019-12-11, Security Engineer
8935,4.0,"Current Employee, more than 3 years",Wells Fargo is building smart teams with the right tools,"Individuals within groups/teams and managers work collaboratively towards company goals using effective strategies, methodologies and tools. There is a culture of ""getting things done"" while not losing sight that we're all human. Good work-life balance.",Some aspects of corporate management appear to be out of touch and distant. Corporate culture can make you feel like a number at times.,2019-12-11, Project Manager
8936,5.0,"Former Employee, more than 1 year",Great Place to work,"-Work with great people
-Good benefits
-Good training",- Heavy flow traffic of customers on certain days/ times,2019-12-09, Bank Teller
8937,5.0,"Former Employee, more than 10 years",It was  a great work environment!,Great connections and experience that allowed me to gain many of the skills I need to do my current work under the same position title.,Some people were a bit under-qualified to work there.,2019-12-09, Accounting Clerk
8938,4.0,"Former Employee, more than 5 years",Great Atmosphere,Great company. Enjoyed working with my team. Great atmosphere,Too many transitions with contractors. They would only be there around for a couple of months unless they were hired permanently. Too much information to learn for such a short period of time.,2019-12-10, Operations Analyst
8939,4.0,Current Employee,Good place to work,"Fair pay, Bonus Eligible, Big Company - lot of opportunity to move around","They rarely promote from within, need to interview for every position even if you've proven yourself time and time again.",2019-12-10, Analytic Consultant
8940,4.0,"Current Employee, more than 3 years",not great,financial analyst risk operations,CAN BE BETTER IN DIFFRENT WAYS,2019-12-08, Analyst
8941,5.0,"Former Employee, more than 1 year",Company will take care of you,"Great benefits and pay, flexible hours and company sets you up for success",Little room for advancement,2019-12-07, Home Mortgage Consultant
8942,3.0,"Former Employee, more than 1 year","Good place to start, leave as soon as you get a chance","I liked my coworkers and manager , PTO was great","no remote work, they did not backfill for people leaving which left current employees with overloaded work, the pay was really low compared to expectations",2019-12-19, Financial Analyst
8943,1.0,"Former Employee, less than 1 year","pathetic, stupid, amoral culture","pay, pto, room for growth","there is an pervasive literally evil culture.  open and outright manipulation of customers and employees. pay is mediocre pay raises do not even compensate for inflation.  The only way to get a real raise is get a promotion, which depends entirely on your boss and their boss",2020-01-10, Personal Banker
8944,4.0,Current Employee,Wells Fargo is a great place to work!,"Great benefits, volunteer time off, lots of PTO, stock purchase, advancement opportunities, clean building, lots of parking, great mgmt",Difficulties in moving to another position if you're new to the company,2019-12-06, Human Resources Specialist
