,rating,employee_type,review,pros,cons,date,job title
7250,4.0,"Former Employee, more than 3 years",Customer experience specialist,"Good pay and benefits 
Feels good when you can help customers resolve issues","Possibly working weekends and holidays.
Rude hateful  callers",2018-09-16, Anonymous Employee
7251,4.0,"Current Employee, more than 1 year",Commtech 3 Installation technician,"Great benefits, the possibility to grow in the company, possibility to get raises.",The start salary is lower than att.,2018-09-30, Commtech III Installation Tech
7252,5.0,"Current Employee, less than 1 year",Family environment,Great environment to work in,"Little too fast paced, look at you as number",2018-10-13, Business Account Executive
7253,3.0,Former Employee,Fun team environment but has its drawbacks,The benefits are amazing and courtesy service was a great perk.,The pay was mediocre under the guise that job security should be enough. However unfortunately unless you are in your managers immediately circle of friends they don’t care about keeping you there regardless of how well you perform.,2018-12-10, 
7254,5.0,Former Employee,Customer Repair Rep,Great amout of days off and the company cares about you,It’s a customer service position so it gets stressful,2018-12-14, 
7255,5.0,Current Employee,Great job,"Great place to work, no complaints.",None that do not come with the part of working.,2019-01-09, Anonymous Employee
7256,4.0,"Current Employee, more than 1 year",Good place to work,Family oriented workspace and fun place to work,Unorganized and terrible supervisors. Say they hire from within but really dont.,2019-01-16, Sales Representative
7257,3.0,"Current Employee, more than 8 years",Loyalty is NOT rewarded,"leadership/learning opportunities
career advancement and movement opportunities
benefits package is outstanding","It's a HUGE company. Everyone is just a number, and if that number doesn't benefit the bottom line, you're gone.
Job is very stressful, there is little relief, and the best we can hope for is comparisons of how good we have it here, it's much worse at....",2019-01-28, Recruiting Coordinator
7258,1.0,Current Employee,Unsatisfactory,If you really don't have any goals and just want the type of job where you can show up do your work and leave. Company is laid back and easy going. Employees are friendly. The people make the company.,"Poor compensation.
Comcast has literally no upward mobility for it employees. No assistance in career development. No communication about internal products, and benefits. Uneducated managers who know little about programs. Poor training. Unfair work loads.",2008-10-12, Support
7259,2.0,Former Employee,Why are long time loyal employees leaving,"Good Benefits, pay is not too bad. Employees are great!","no communication between departments and no leadership abilities for some supervisors.
No human resource department to help employees with problems.
disorganization",2009-02-24, 
7260,3.0,Current Employee,Comcast--Retention Department,"Comcast has one of the best benefit packages to offer such courtesy services, medical/dental/vision packages, and retirement plans.",The call volume is too high and the self-service options are too complex.,2010-06-13, Retention Specialist
7261,4.0,Former Employee,Somewhat satisfying,"Free cable and Internet 
Good benefits",Upset customers yelling in your face or on the phone.,2011-09-23, Customer Service Representative
7262,3.0,Former Employee,ok,"Lots of flexibility, you are able to make up your own schedule for the most part it is a decent place to work",leadership gives clear goals but has no real ideas on how to achieve those goals also you are treated as if you are replaceable,2011-11-01, 
7263,3.0,Current Employee,"Great Job, Good Pay, Absurd Hours","- Commission rates are very competitive
- Lots of support from upper management
- Company is making big steps to improve customer service","- In the office by 9:30am, don't leave the field until 9:30pm
- Not compensated for handling escalations, recruiting, training, interviewing
- Override is not worth it for the position unless you have an outstanding team",2011-12-19, Sales Manager
7264,4.0,"Current Employee, more than 5 years",N/A,Highly ethical and values oriented company,The paid for the tech is less than other competitive companies,2012-08-28, Anonymous Employee
7265,3.0,"Current Employee, less than 1 year",Telesales Rep 1,"Great culture in the work space; flexible management (if working for the ""right"" manager); great benefits; Mon-Fri work; paid holidays",Having to be a telemarketer; dealing with angry customers and no way to give customer service; stale commission rates; having to hear the barking orders of other supervisors on the floor; extremely high turnover,2012-09-04, Telesales Representative I
7266,2.0,"Former Employee, more than 1 year",As bad on the inside as on the outside.,"Benefits are top-notch, including steep discounts on cable",Completely disorganized on every level.  Uneducated management.  Terrible morale = high turnover = low standards for employee hiring.  Internal communication is a mess.,2012-09-11, Customer Account Executive
7267,5.0,"Current Employee, more than 5 years",Comcastic ...future of awseomeness,"Good people, culture and friendly atmosphere","Slow execution, long process and does not take risk",2012-12-22, Senior Solutions Architect
7268,2.0,"Former Employee, more than 5 years",Next Customer [First] please!,"401k, Employee Stock Purchase Plan, Free/inexpensive Cable/internet/VOIP packages.","Expect to satisfy customer, yet required to get them out of the phone immediately... Oh, and don't forget to sell them something they don't need before you hang up or you'll be penalized.",2012-12-30, Customer Service Representative
7269,4.0,"Current Employee, more than 3 years",Great place to work,Plenty of opportunities to do new stuff,Nothing really except work life balance,2013-03-05, Database Administrator
7270,3.0,"Former Employee, more than 1 year",Not Ideal . . .,"part-time hours, two different shifts, benefits, and courtesy services (lots of opportunities for prizes)","First and foremost the low pay, most telesales jobs get paid a lot more to do a lot less, some supervisors don't realize how low on the totem pole they are and treat their reps like children. Another problem is supervisors dating reps and flirting with reps leading to unfair treatment.",2013-04-30, Telesales Rep1
7271,5.0,"Current Employee, more than 8 years",Comcast is a Great Place to Work,Comcast cares about it's employees.,Need to support telecommuting more.,2013-07-08, Anonymous Employee
7272,3.0,"Former Employee, more than 3 years","Good, but not so much for front line employees","Great benefits, 40hrs weeks, pay was OK, company is always making money.","Commission structure decreased every year
New regional manager every 6 months
They say they promote from within but they don't
Customers hate you
Cant be off the phone for 5 min or they start paging your supervisor
Schedule was promised to be changed every 6 months but stayed the same for 3 years",2013-11-05, CAE
7273,5.0,Current Employee,AMAZING company with great benefits and treat their employees like royalty!,"Benefits, Pay, incentives and the opportunities to advance and move up with the company are endless!",Sometimes schedules are not too accommodating.,2014-04-06, Anonymous Employee
7274,5.0,"Current Employee, more than 5 years",Director of Sales,"Profitable growing company, Great benefits, great diversity, market leader","Big company with lots of red tape, product and technology advancements faster than internal process",2014-06-05, Director of Sales
7275,1.0,"Former Employee, more than 1 year",I literally got fired on purpose.,"Employee Discount, solid base & benefits.  There were a ton","No structure at all. No support. I was often wasting valuable selling time trying to figure out where my paycheck was.  
Your Commission depends upon their ability to install, so you can sell 20 contracts but get nothing but written up because the building is unserviceable. 
My manager was ridiculous, not supportive and had no idea what she was talking about.  Although it was clear to everyone around us, they kept her on board and let several of us go.
The Department was growing to fast for the back end support to keep up.",2014-06-23, Business Account Executive
7276,4.0,"Current Employee, more than 5 years",Experience has been good,"Free (pay for box) Cable, Free (pay for modem) internet, Free Phone",Lower Salary Range and Advancement oppertunity,2014-06-25, Network Engineer
7277,4.0,"Former Employee, more than 1 year","Good company, but high stress",Very high paying commission is available,Constantly changing quotas are hard to meet for most employees,2014-07-08, Sales Representative
7278,5.0,"Former Employee, more than 10 years",innovated company,benefits-time off-depending on job location,as with any company any con is going to be something you personally dont like,2014-10-07, Anonymous Employee
7279,4.0,Former Employee,"Good company, disorganized department","Salary, co-workers, benefits and overall focus","Leadership, customer focus, best practices",2014-10-14, 
7280,5.0,Current Employee,Great company,You get free cable and its an awesome environment,Not much to say other than you may work weekends,2014-12-11, 
7281,4.0,"Current Employee, more than 10 years",Great company!,"Company culture, opportunities, people, leaders, type of work",compensation for employees who have been with the company for a long time,2014-12-12, Anonymous Employee
7282,4.0,Current Employee,Good Company Overall,"-Free Cable
-401(k) 100% match immediately vested
-4 day work week (10 hour days)","-Very low pay
-No formal training for some positions",2014-12-13, Customer Service Representative
7283,4.0,Current Employee,Free Cable!,"On site gym/tv lounge, benefits, co-workers, free cable, flex schedule.","Work-life balance, expectations, office politics, always changing, leadership.",2014-12-16, 
7284,5.0,Former Employee,Great.,"Room for advancement 
leadership
Office culture
Comcast perks : HSI, Video, Phone","Strict Attendance
Shift biffing (not likely to get hours that you want)",2014-12-29, Customer Account Executive
7285,3.0,Former Employee,Performance Driven Company,"Good Benefits, reduced Cable fee for employees, adequatte commission structure for the Business Sales organization with good monthly incentives and contests.  Matching 401k, Employee Stock purchase plan are very strong.","End of the month, every month, is a pressure cooker regardless of being at or over quota.  Customer service is hindered by regional management's concern over meeting budgets, credit requests go into a black hole with no response until escalated to Corporate level.",2015-01-05, Direct Sales Representative
7286,3.0,"Former Employee, less than 1 year",Must Be Good With People,"Comcast has a great benefits package for its Outside Sales/Win-Back employees. Work is in the late afternoon and evenings and it is outdoors, so when the weather is good you will get your exercise in. Good for someone who can be self-motivated and work alone","Company ran out of marketing paraphernalia, and they kept sending me to territories without solicitation permits from the magistrate.   ""Tough-sledding"" sort of job.",2015-02-23, Direct Sales - Winback
7287,4.0,Current Employee,DSR,Great pay and benefits,You will get a lot of no's and doors slammed in your face.,2015-04-18, Anonymous Employee
7288,4.0,Former Employee,Sales,"Great benefits, great people, continuous trainings",no cons to speak of at this time.,2015-04-24, 
7289,2.0,Former Employee,Management is a mess,"I made good money and the work was fun and rewarding, and most of all I really enjoyed my co-workers.","Management is an absolute disaster, everyone wants to be in charge yet nobody really knows what they are doing.  Sad that such a big successful company is ran that way.",2015-06-17, Supervisor
7290,4.0,"Current Employee, more than 5 years",Communication Technician,Great benefit and cable package,Pay a little now on the payscale,2015-06-27, Anonymous Employee
7291,4.0,Former Employee,installation technician,Take home vehicle. Good company and benefits,Customers are tough to deal with. Management is never satisfied,2015-07-06, Installation Technician
7292,4.0,"Current Employee, more than 3 years",Comcast warehouse,its a good with good benefits,the raises are small and sometimes the career advancement is slow,2015-07-28, Warehouse Associate
7293,4.0,Former Employee,DSR,"Great Manager, good commission great work life balance",Payout turnaround and missed installs,2015-08-26, 
7294,2.0,"Former Employee, more than 10 years",Be prepared to live in fear of layoffs...,"Good benefits, some ability to advance through company ranks if you know the right people.","Treated like a number, cut-throat environment, many leaders lie and take advantage of employees to make themselves look better.  Education, hard work, and intelligence is not enough to get ahead here.  It's all about who you know, not what you know.",2015-08-28, Anonymous Employee
7295,4.0,Current Employee,tech,"good place to work, nice enviroment, fun working out side, great benifits",vary hard work and bad customers,2015-10-21, Tech
7296,4.0,Former Employee,Comcast sales consultant,It was good money and i loved some of my co-workers,The managers were so crappy.,2015-10-25, Sales Consultant
7297,4.0,Former Employee,HR Human Resources,"Great Place to work, Good benefits always paid on time",Can be difficult  to move up in the company,2015-11-09, 
7298,4.0,"Former Employee, more than 3 years",Inbound Sales,"good money
great benefits
flexible scheduling
lots of off time","unprofessional 
ever changing commission plan
prejudice against women",2015-12-10, Inbound Sales Executive
7299,5.0,Current Employee,Good,"Exciting place to work, new technology, fully agile development",Complex work enviroment and multi locations,2016-01-18, Senior Program Manager (SW Engineering)
7300,4.0,Current Employee,Revenue Assurance,Great position for someone in finance field and Comcast great company to work for.,Not many positions in cities of choice,2016-02-22, Anonymous Employee
7301,3.0,"Former Employee, more than 10 years",Not what it used to be,Decent benefits package.  Free cable and internet is a big plus.  Really trying to change the perception of poor customer service,Pretty much expect to be worked to death during summer months if you are in a finance role.  And recognition for back office employees was almost non existent.,2016-03-28, Anonymous Employee
7302,5.0,Former Employee,sales rep,"great pay
great opportunity
great work events
great work environment","management leaves you hanging
management tell lies",2016-04-24, Sales Representative II
7303,1.0,Former Employee,Comm OPS I &II,Free Cable and Internet. And that is it!!!,"Avoid this place and the (Alpharetta) location at all costs! This is a nepotistic place of business. The staff are from a former Comcast location from Tucker, Georgia. Two of the managers are close friends and long story short they are sneaky and low class when it comes to ethical morale! One word to describe this place is GHETTO and not to mention the bed bug infestation! Also don't ever get sick and call out...you will get fired. And let you leave before the fire you..they will over charge your account! It happened to me!!!",2016-05-03, 
7304,4.0,Former Employee,Comcast,"Opportunity for growth, tools, training, Benefits",very very progressive.... sometimes a little too progressive :P,2016-05-03, CT TECH II
7305,5.0,Former Employee,Customer service,Great work opportunity for a life time,No career guidance when wanting to move up,2016-06-08, Anonymous Employee
7306,4.0,"Current Employee, more than 3 years",Product Manager,There is a huge Opportunity for growth,"It is hard to get a full time position, contractor jobs are more prevalent.",2016-06-13, Product Manager
7307,5.0,Current Employee,XFINITY sales,"Great pay, great benefits,","No work life balance, sales metric are too high some months",2016-08-15, 
7308,5.0,"Former Employee, more than 10 years",Account Executive,Competitive compensation. Excellent benefits with a full company match 401k,To many local reps.  Management working against one another.,2016-08-22," Account Management, Sales"
7309,5.0,Former Employee,Sr HR Generalist,"Salary, great career advancement opportunities, quarterly bonus, benefits",I do not have any cons to contribute to this post.,2016-09-21, 
7310,4.0,Former Employee,Direct Sales Represenative,"Great benefits and pay, nice work environment","Working in all weather outside, poor customer service stigma",2016-10-12, 
7311,3.0,"Current Employee, more than 1 year",Good Not Great,Great benefits the highly discounted cable is a great perk. decent pay if you starting out. management is good not great. upper levels dont really no how to make employees happy but your direct supervisor is always there to help and are a great resource,General issues with big companies. things take a LONG time to change and the usual dealing with customer who hate Comcast is kind of a downer. not as much room for advancement as they tell you.,2016-10-26, Business Account Executive
7312,4.0,Current Employee,Network Technician II,Great company to work for. Good benefits and paid time off.,"A bit too much micro-managing, depending on your department.",2016-11-16, 
7313,4.0,"Former Employee, more than 5 years",Circuit Provisioning Engineer 3,Worked on a great team.,Got laid off for the 2nd time at Comcast.,2016-12-02, Engineer
7314,4.0,"Current Employee, more than 3 years",Director Supply Chain,"Logistics Distribution, Innovations and strong financials",Supply Chain under developed customer service need improvement,2016-12-10, Anonymous Employee
7315,5.0,Former Employee,Comcast ok company to work for,Great pay for doing essentially nothing,Customers can be very nasty,2017-01-07, 
7316,2.0,"Current Employee, more than 5 years",Tehcnical Support Supervisor,"Pay, Review Process, Progression, Training, Once you get hired people really treat you like your a family member.",The buildings are in need of repair. The hours are really poor. They always say they will review based on performance but something always happens for them to give you a three month window for reviews.,2017-01-23, Anonymous Employee
7317,5.0,"Current Employee, more than 1 year",Great Company,"Great benefits, good values,  and awesome products","Always changing, I think they do a good job keeping everyone happy.",2017-01-25, Universal Associate
7318,4.0,"Current Employee, more than 10 years",Supervisor,Great company and benefits. Never a dull moment dealing with the public.,Low pay when compared to other companies in same industry,2017-02-01, Supervisor of Installation and Repair
7319,5.0,"Current Employee, more than 3 years",Great Place To WOrk,"Steady Paycheck, great benefits, Quarterly Bonuses, a myriad of discounts/partnerships with other companies.",High amount of inbound calls.,2017-02-02, TSC Tier III
7320,5.0,Current Employee,Customer service,"Great company to work for, flexible shifts, they take time to train you , great pay",Cant think of any,2017-03-08, Anonymous Employee
7321,4.0,"Current Employee, more than 1 year",the good and bad of comcast,there are a good company to work for,they dont pay for all the work we do,2017-04-20, Comtech III
7322,4.0,Former Employee,Employer of choice,"Great place to work, access to tools and resources, great employee benefits and total rewards",Sometimes too much red tape,2017-05-12, Anonymous Employee
7323,1.0,Current Employee,The don't care about there people.,"Free services of top tier products, paid time off, and you have your own desk","no discount on health care, commision plans change monthly, reminded that your expendable all the time, company only cares about how much they make, most top sales reps get let go to improve call center stats (basically its to prevent higher ups from look at that specific call center and asking, ""Why cant all your reps perform at this level?""",2017-05-25, 
7324,5.0,"Current Employee, more than 8 years",Market Dev. PM,"Independent,   flexibility,  problem solving","revolving job functions,  large company , easy to get lost",2017-06-19, Anonymous Employee
7325,5.0,Former Employee,Solid company to work for,Plenty of hours and decent pay,Long shifts at times and inclement weather does really drain you,2017-07-05, Anonymous Employee
7326,4.0,Current Employee,Review,"Benefits, Training, Colleagues, Fair Compensation, Healthcare","Tall Mgt Structure, can feel like just another head sometimes.",2017-07-28, Anonymous Employee
7327,4.0,"Current Employee, less than 1 year",Uptight environment,"Great percs, indoor gym and cafeteria. Pay for college and workshops",In costumer service area you deal with negativity all day.,2017-08-19, Costumer Billing Representative
7328,5.0,"Current Employee, more than 5 years",Comcast,Commitment to excellence and they provide excellent employee benefits,They are unafraid to reorg parts of the business without much notice,2017-08-29, Sales Manager
7329,2.0,"Former Employee, more than 5 years",Sales,Great benefits for medical dental 401k as well as education options.  Good vacation time offered and reletively good training given,You will be micro managed in any department you work in. You will also be expected to consistently exceed expectations.,2017-09-10, Sales Associate
7330,4.0,Current Employee,QA Analyst,great atmosphere and overall a very enjoyable work space,no cons however i wish there was more perks on the job,2017-09-13, Anonymous Employee
7331,4.0,Current Employee,Comcast Enterprise,Large network and seperate from other telcos,Heavy process. Not offering products that true Enterprise and Tech biz needs and wants.,2017-09-26, Anonymous Employee
7332,4.0,Former Employee,Sales Director,Big Growth opportunity within the org,Work life balance is challeging,2017-09-28, Anonymous Employee
7333,5.0,"Former Employee, more than 1 year",Great place to work,"Culture, pay and benefits",Nothing negative to say about this company,2017-09-29, Account Executive
7334,5.0,Former Employee,Great Place to work,I had a chance to make a difference,i don't have any cons,2017-10-10, Anonymous Employee
7335,5.0,"Current Employee, more than 5 years",Great place to work,"Great benefits
good salary range
amazing growh opportunities",some travel  required with certain positions,2017-10-12, Trainer
7336,4.0,"Current Employee, more than 1 year",Good culture,"Laid back atmosphere, free cable, good benefits, easy to promote.",Call Center work so can be boring.,2017-11-03, Csa3
7337,1.0,"Former Employee, more than 8 years",Sales,Free cable and ur co workers,No work balance. All about the numbers.. U made to feel like u r a dime a dozen. Low morale in office. We were laid off. Made us all interview for same positions. Was not very helpful. Dropped us like we had not given our life's to this company. People over 25 yrs were laid off as well. Less then a hand of reps were placed within the company. Rest were told Comcast going in different direction..,2017-11-15, Anonymous Employee
7338,5.0,Current Employee,Comtech,"Great place to be. Good benefits, Career Growth",So far I have not seen any cons,2017-12-07, Anonymous Employee
7339,1.0,Former Employee,"Yearly Layoffs and ""Restructuring""",Recognizable company name on resume,"Layoffs happen every year.  You're given a severance agreement with language that prohibits you from publicly speaking against the company.  That's why you don't see that much information posted online about Comcast layoffs. Also, there is no effort to communicate the layoff in a soft or human way. After investing years in the company, I felt thoroughly disrespected by the manner in which the news was communicated to me.",2017-12-29, Finance
7340,5.0,"Current Employee, more than 10 years",Supervisor Tech Ops,"Great benefits, great place to work, state of the art communications company","None really, overall really great team atmosphere.",2018-01-09, Operations Supervisor
7341,4.0,Current Employee,cheap cable,very cheap cable and internet,"lower pay, and at times can be very stressful",2018-01-22, Anonymous Employee
7342,5.0,"Former Employee, more than 10 years",Accout Executive,"Great benefits, dynamic, growing company and well paid",Management expects a lot.  It can cut into work life balance,2018-02-01, Account Executive
7343,4.0,"Former Employee, more than 10 years",Customer Account Executive,good benefits and salary. good vacation time,Sales oriented and not employee concerned.,2018-02-04, Customer Service Associate
7344,4.0,Current Employee,Great Benefits,"Free Cable and Internet services, great health benefits",Overall employee experience will defend heavily on the type of boss you have,2018-03-11, Anonymous Employee
7345,5.0,"Current Employee, less than 1 year",Salesforce Developer,Everything Is great about this place,Never felt anything like that before,2018-03-27, 
7346,5.0,"Former Employee, more than 8 years",Nice,Production Department was a nice place to work. Creative coworkers were fun to be around.,Non that I can think of.,2018-03-28, Production Technician
7347,4.0,Current Employee,Great place to work at,Great benefits and people. Room to advance,"Call center environment, with a mix of go getters and floaters",2018-04-06, Anonymous Employee
7348,5.0,"Current Employee, more than 3 years",Great place to work!,Comcast gets a bad rap. They treat their employees like royalty,Same as working for any large corporation,2018-04-28, Software Engineer
7349,4.0,Current Employee,Nirvana Universal Platinum Specialist,"Great benefits, great company to work for",There arent really any cons just meet your numbers you’ll be fine,2018-05-09, 
7350,5.0,"Former Employee, more than 5 years",Pretty Awesome Company,"Good benefits, very flexible schedule.",Workload got to be too much.,2018-06-30, Construction Coordinator
7351,5.0,Current Employee,A decent place to work,"Good benefits, above average pay",Home work life balance isn’t good,2018-08-14, Anonymous Employee
7352,4.0,Current Employee,Inside Sales Rep for over 3 years,Great Benefits and free cable is always a plus,"Outbound sales, very hard to reach goals",2018-08-28, 
7353,4.0,Current Employee,Billing,Good company  to work for,"Repetitive, not that good pay,  lots of taking",2018-08-28, Anonymous Employee
7354,4.0,Former Employee,Customer Account Executive,"Great benefits, great pay if sales is your thing, great incentives and bonuses",Extremly high turnover rate even for management,2018-09-14, Anonymous Employee
7355,4.0,"Former Employee, more than 8 years",Engineering,Great place to work with really smart people,Struggles as times to make tough decisions and like to collaborate to a fault.,2018-09-24, 
7356,5.0,"Former Employee, less than 1 year",Telesales,The advantages the company has.,Many people complained about the way the incentive was paid out but it didn’t bother me.,2018-12-07, 
7357,3.0,"Current Employee, more than 10 years",Great Co-workers / Not great leadership,"Pay, benefits and pretty great co-workers.",There is no work life balance if you want to be successful. Like many jobs politics plays a key part in the life of Comcast. Which is too bad it use to be an amazing company to work for before they  restructured  6 years ago.,2019-02-26, Inbound Sales Supervisor
7358,1.0,Former Employee,Typical big company,"Excellent benefits and income potential.  Was voted locally as one of the 100 best places to work, but is totally related to benefits, etc.","Absolutely does not care one bit about the employee specifically.  They are happy to let you lie and cheat the customer to improve the bottom line and then fire you for it.  A good job for those who will sell their soul for money.  Their success is because they have great products, not how they run the business.",2010-05-13, Business Account Executive
7359,4.0,Current Employee,I would say it has been a good experience,There is room for growth and advancement,Starting salary is low could be higher,2011-01-11, 
7360,3.0,Current Employee,I love working for Comcast but improvement can and should be made.,"free and or discounted cable, internet, phone. great benefits. tuition reimbursement. first look at upcoming and new features and services.",pay is below than industry average. good supervisors are hard to find. may be considered overworked versus other companies. sales commissions could be better.,2011-03-22, 
7361,4.0,Current Employee,tedious,their benefits are the best ever,"you are micromanaged, the job is boring, you have to clock in and out",2012-02-23, Business Sales Representative
7362,3.0,Current Employee,"Changing, maybe for the better maybe not","good pay, the company and management mean well although they tend to constantly be fixing mistakes.",leadership never gets things right the first time. constantly trying to fix things that arent broken while never adressing the serious issues. Bloated middle managemnt staff that changes things just to show they are doing something to earn there salary.,2012-04-08, Inside Sales
7363,5.0,Current Employee,Pretty Good Work Place,Benefits and Perks. The company has plenty of growth within.....,Select departments are deadends and bad....,2012-04-16, Anonymouselesales Representative
7364,2.0,"Former Employee, more than 3 years",blah!!!,"the benefits are good, you enjoy the services @ no cost and then could have some feedback to give to ur customers. since you're a regular user.  An 8 hr day.. so you do have time for family","The bonus pay was cut, mgmt and employees mis communication .. You don't feel appreciated/valued by the company. Outsourcing (to save money)  cause you to fix other ppl problems. with your now left to deal with an upset customer while providing excellent service.",2012-06-06, Anonymous Employee
7365,4.0,"Former Employee, more than 8 years",I liked my job,Great benefits good work hours.,Working outside in the weather,2012-06-09, Quality Control Technician
7366,2.0,"Former Employee, more than 3 years","Horrible in Union,NJ","Laid back atmosphere,decent benefits,flex days.","Everything else.

One supervisor doesn't know or care what the other is doing.The company rolls out things without training or educating the agents.Horrible pay very little raises for most.

Very ghetto and cliquish call center to work for.More like H.S. in the inner city than a profesional workplace.",2012-08-28, CAE
7367,3.0,"Former Employee, more than 5 years",Business services account executive,"Great benefits, hardworking people , investing in new products",Company brings products to market too quickly and then has to fix many mistakes and customers suffer  . - has gotten better but Company worries more about bringing  to market instead -of long term effects on customer  service .  in long run costs company money and wastes employees time and energy.,2013-01-30, Business Account Executive
7368,2.0,"Former Employee, less than 1 year","High Pressure, Low Rewards Sales","Decent pay, good benefits, great facility.","High Sales Pressure in every job, regardless of whether your job is ""sales"" or not. Compensation was capped a year or so back, so once you meet goals there is no reason to push yourself further. Very much a ""Clique"" setting, so if you don't fit in, be prepared to work on your own. Don't bother reporting your manager for incompetency either.",2013-03-22, Loyalty CAE
7369,4.0,"Current Employee, more than 3 years",Pretty decent company,"Great Perks 
decent pay
Benefits are nice as well","Disconnect with upper management 
very numbers driven",2013-07-28, Retail Sales Representative
7370,2.0,"Former Employee, more than 1 year",Comcast has poor customer service and lacks the infrastructure to deliver their services,Good benefits.  Most of the people are good to work with.  Good middle management.  Complimentary service if you're an employee.,"Poor customer service.  If you're in sales, getting a customer installed is a nightmare both for residential and business services.",2013-07-30, Anonymous Employee
7371,3.0,"Former Employee, more than 1 year",Good pay and perks crappy environment,Good money free internet and cable TV.  Strong company and a leader in the business sales marketplace.,"This is a good company but the environment can use some work.  It was high stress, high turnover and generally unpleasant.  I saw many people fired - don't know why.  Noise level was surprising and pressure was intense and constant.",2013-08-19, Sales Representative
7372,5.0,"Current Employee, less than 1 year",Best of Philly,"- Innovative Leader
- Supportive environment
- Lots of areas of growth","- not international
- NBCU relationship is not close",2014-02-05, Technology and Administrative Support
7373,4.0,"Former Employee, more than 8 years",Goal oriented and results driven,Great pay and great benefits,Sometimes the right hand doesn't know what the left hand is doing,2014-05-17, Call Center Supervisor
7374,3.0,"Former Employee, more than 8 years",They've lost their focus on customer service.,great benefits. free cable. great co workers,"Huge amount of pressure on sales (in Oregon). Most supervisors have little to no leadership experience, hired only for their high sales numbers. Supervisors do not back up employees, will not take supervisor calls. very little opportunity for growth.",2014-06-05, Anonymous Employee
7375,3.0,Current Employee,Good company based on your position,Possibly pays better at base than other channels but that is still negotiable,"Constant change without any sure direction. Unorganized. Inexperienced management that talks a good game but actually have no clue what is going on. Unrealistic expectations based off sales that aren't ""real."" Corporate retail channel might have better perks but is unstable and changes because upper management actually has no clue.",2014-07-13, Anonymous Employee
7376,2.0,"Former Employee, more than 3 years","Good pay, great benefits, terrible corporate culture.","Great benefits, fair compensation.
Fantastic product offerings.","Outdated equipment, such as corporate computers all still running Windows XP in 2014.
Increasing pressure to sell to every customer, despite being technical support and customer service agents. The focus has truly become sales first, problem solving second.",2014-08-04, Customer Account Executive II
7377,1.0,"Former Employee, more than 1 year",worst company ever,good benefits very lgbt friendly work environment,"no room for real growth, tools are inadequate to the job. no communication either in the same division or between them. inconsistent procedures and titles from one division to the next. supervisors and senior techs are very rarely available in a timely manner when needed. most employees just don't care and cause problems that the ones that do have to fix which creates further problems with inconsistencies between what a customer is told from one tech to the next",2014-08-16, IP Tech Support Representative
7378,4.0,"Former Employee, less than 1 year",Very good people,Good people great environment to work in,"Walking, weather territories are terrible.",2014-08-22, Dsr
7379,4.0,"Current Employee, more than 3 years",Good company to work for,Ability to make decisions. They encourage ideas.,Could be stressful at times. Difficulties working with other departments.,2014-09-05, Technical Operation Supervisor
7380,2.0,"Current Employee, more than 1 year",Not the best,Uncapped commission and the job security of working for a large company.,"Constantly changing commission metrics and goals, lowering pay overall by changing these consistently. It is impossible to get a hold of anyone when needing assistance. I went over a month and a half without being paid out on my commission past when I was going to get paid and could not get a hold of anyone to fix this.",2014-09-16, CustomerAccount Executive II
7381,5.0,Current Employee,Great!,"Free cable, phone, internet, tuition reimbursement great benefits","Office politics, poor attendance policy",2014-12-09, Customer Service Representative
7382,4.0,Current Employee,It was great while it lasted,Pay was great.Hours was ok when they wanted to be,"Advancement,work life balance.Lots of overtime",2015-01-11, Customer Service Representative
7383,1.0,"Former Employee, less than 1 year","They treat their employees worse than they their customers, AND THAT IS REALLY BAD!",There are no pros I was a part of customer service and it was more like CUSTOMER DIS-SERVICE.  The only pro was I learned never to use their services.,"It was horrible how we had to treat customers.  We would give everyone a difficult time obtaining credits or refunds.  We were encouraged to hang up on customers (after they waited over 30 minutes) because it was the easier and less painful than asking management for assistance correcting overcharges and ""mistakes"".",2015-02-11, Anonymous Employee
7384,5.0,Current Employee,Great!! Working Environment,Salary plus uncapped commission is Awesome!!,On the job training is inconsistent,2015-04-05, Sales Consultant
7385,4.0,"Current Employee, more than 10 years",great job,"Good work life balace, healthy bonus",title is not comparable to titles at other companies for equivalant job duties.,2015-05-02, Consruction Technician III ( Construction Coordinator )
7386,4.0,Current Employee,Working for Comcast,good benefits and great perks,not enough pay for the amount of work,2015-06-09, 
7387,5.0,"Former Employee, less than 1 year",Telesales Rep 1,"team work, the product, making goals, the money,the team members",customers that dont understand the product your selling,2015-06-17, Customer Service Agent
7388,5.0,"Current Employee, more than 1 year",Sales,Very inclusive and great health care package,Some long hours for end of month.,2015-07-19, 
7389,4.0,"Current Employee, more than 1 year",Comcast Operations Supervisor,Amazing company to work for.,None. No cons since I've been here,2015-07-31, Comcast
7390,4.0,Current Employee,Great place to work,Great schedules and flexibility on time off.,Low compensation. Benefits are a little expensive.,2015-08-12, Supply Chain Associate
7391,5.0,"Current Employee, more than 1 year",Tier II Wireless Technical Support and security,Laid back work form home telecommuting environment,"Lower pay, expensive benefits. Odd shift times.",2015-08-21, Tier II Technical Support
